Date,Stablecoin,Circulation
2020-12-06,BUSD,698895813.0
2020-12-06,DAI,1076928696.0
2020-12-06,TUSD,327902748.0
2020-12-06,USDC,3060706674.0
2020-12-06,USDT,18760654921.0
2020-12-07,BUSD,705908393.0
2020-12-07,DAI,1084680424.0
2020-12-07,TUSD,323360344.0
2020-12-07,USDC,3095410064.0
2020-12-07,USDT,18760654921.0
2020-12-08,BUSD,681602348.0
2020-12-08,DAI,1079861200.0
2020-12-08,TUSD,316871542.0
2020-12-08,USDC,3079829612.0
2020-12-08,USDT,18760654921.0
2020-12-09,BUSD,670444633.0
2020-12-09,DAI,1075311243.0
2020-12-09,TUSD,303911502.0
2020-12-09,USDC,3093681714.0
2020-12-09,USDT,18760654921.0
2020-12-10,BUSD,653719767.0
2020-12-10,DAI,1089729538.0
2020-12-10,TUSD,301357959.0
2020-12-10,USDC,3101247031.0
2020-12-10,USDT,18760654921.0
2020-12-11,BUSD,654288240.0
2020-12-11,DAI,1088682975.0
2020-12-11,TUSD,303951919.0
2020-12-11,USDC,3102757755.0
2020-12-11,USDT,18910825431.0
2020-12-12,BUSD,668237744.0
2020-12-12,DAI,1071790394.0
2020-12-12,TUSD,292967339.0
2020-12-12,USDC,3157350338.0
2020-12-12,USDT,18910625146.0
2020-12-13,BUSD,686052519.0
2020-12-13,DAI,1101589123.0
2020-12-13,TUSD,285950221.0
2020-12-13,USDC,3234666390.0
2020-12-13,USDT,18910625146.0
2020-12-14,BUSD,692904504.0
2020-12-14,DAI,1100946513.0
2020-12-14,TUSD,286560400.0
2020-12-14,USDC,3279039160.0
2020-12-14,USDT,18910625146.0
2020-12-15,BUSD,649114572.0
2020-12-15,DAI,1101937398.0
2020-12-15,TUSD,276685669.0
2020-12-15,USDC,3294450905.0
2020-12-15,USDT,18910625146.0
2020-12-16,BUSD,662219446.0
2020-12-16,DAI,1104101786.0
2020-12-16,TUSD,276014855.0
2020-12-16,USDC,3297405253.0
2020-12-16,USDT,19110869892.0
2020-12-17,BUSD,724326111.0
2020-12-17,DAI,1121199570.0
2020-12-17,TUSD,277563194.0
2020-12-17,USDC,3324351367.0
2020-12-17,USDT,19110869892.0
2020-12-18,BUSD,766758253.0
2020-12-18,DAI,1131130877.0
2020-12-18,TUSD,279477148.0
2020-12-18,USDC,3299798761.0
2020-12-18,USDT,19110869892.0
2020-12-19,BUSD,792411877.0
2020-12-19,DAI,1130675835.0
2020-12-19,TUSD,276948145.0
2020-12-19,USDC,3309233824.0
2020-12-19,USDT,19311114638.0
2020-12-20,BUSD,830762637.0
2020-12-20,DAI,1141511703.0
2020-12-20,TUSD,279510858.0
2020-12-20,USDC,3395711239.0
2020-12-20,USDT,19311114638.0
2020-12-21,BUSD,830762637.0
2020-12-21,DAI,1130820477.0
2020-12-21,TUSD,274756415.0
2020-12-21,USDC,3375368952.0
2020-12-21,USDT,19311114638.0
2020-12-22,BUSD,803901007.0
2020-12-22,DAI,1132154957.0
2020-12-22,TUSD,277588074.0
2020-12-22,USDC,3373805579.0
2020-12-22,USDT,19461298198.0
2020-12-23,BUSD,766603573.0
2020-12-23,DAI,1129618652.0
2020-12-23,TUSD,269505031.0
2020-12-23,USDC,3392076210.0
2020-12-23,USDT,19461298198.0
2020-12-24,BUSD,752110908.0
2020-12-24,DAI,1127322383.0
2020-12-24,TUSD,268213101.0
2020-12-24,USDC,3459781205.0
2020-12-24,USDT,19661542944.0
2020-12-25,BUSD,769826379.0
2020-12-25,DAI,1122960646.0
2020-12-25,TUSD,273053682.0
2020-12-25,USDC,3563835745.0
2020-12-25,USDT,19861787690.0
2020-12-26,BUSD,812817851.0
2020-12-26,DAI,1123976736.0
2020-12-26,TUSD,270264725.0
2020-12-26,USDC,3562872299.0
2020-12-26,USDT,19861787690.0
2020-12-27,BUSD,821332588.0
2020-12-27,DAI,1133939764.0
2020-12-27,TUSD,272716336.0
2020-12-27,USDC,3573943113.0
2020-12-27,USDT,19861787690.0
2020-12-28,BUSD,816671380.0
2020-12-28,DAI,1113523544.0
2020-12-28,TUSD,270101905.0
2020-12-28,USDC,3634396827.0
2020-12-28,USDT,19861787690.0
2020-12-29,BUSD,812666889.0
2020-12-29,DAI,1138456650.0
2020-12-29,TUSD,267022496.0
2020-12-29,USDC,3684008974.0
2020-12-29,USDT,20062032436.0
2020-12-30,BUSD,795883670.0
2020-12-30,DAI,1144176580.0
2020-12-30,TUSD,274420460.0
2020-12-30,USDC,3728464503.0
2020-12-30,USDT,20062032436.0
2020-12-31,BUSD,897387752.0
2020-12-31,DAI,1163432052.0
2020-12-31,TUSD,276230932.0
2020-12-31,USDC,3708850470.0
2020-12-31,USDT,20068860356.0
2021-01-01,BUSD,986932145.0
2021-01-01,DAI,1171863295.0
2021-01-01,TUSD,282358863.0
2021-01-01,USDC,3918737151.0
2021-01-01,USDT,20038555161.0
2021-01-02,BUSD,1075327803.0
2021-01-02,DAI,1211255245.0
2021-01-02,TUSD,289655894.0
2021-01-02,USDC,4105937658.0
2021-01-02,USDT,20578435105.0
2021-01-03,BUSD,1145870273.0
2021-01-03,DAI,1190886948.0
2021-01-03,TUSD,285146869.0
2021-01-03,USDC,4187979497.0
2021-01-03,USDT,21404095820.0
2021-01-04,BUSD,1171209719.0
2021-01-04,DAI,1246962948.0
2021-01-04,TUSD,295132479.0
2021-01-04,USDC,4303501629.0
2021-01-04,USDT,21352900240.0
2021-01-05,BUSD,1032979956.0
2021-01-05,DAI,1316197669.0
2021-01-05,TUSD,292866488.0
2021-01-05,USDC,4274757348.0
2021-01-05,USDT,21331241407.0
2021-01-06,BUSD,1071255563.0
2021-01-06,DAI,1321116427.0
2021-01-06,TUSD,303812928.0
2021-01-06,USDC,4278610349.0
2021-01-06,USDT,21997778179.0
2021-01-07,BUSD,1108030911.0
2021-01-07,DAI,1321837021.0
2021-01-07,TUSD,303201508.0
2021-01-07,USDC,4451051318.0
2021-01-07,USDT,22813088146.0
2021-01-08,BUSD,1097681963.0
2021-01-08,DAI,1364250980.0
2021-01-08,TUSD,304110841.0
2021-01-08,USDC,4595446469.0
2021-01-08,USDT,22661234598.0
2021-01-09,BUSD,1104749848.0
2021-01-09,DAI,1389146800.0
2021-01-09,TUSD,303794401.0
2021-01-09,USDC,4667939796.0
2021-01-09,USDT,23395912390.0
2021-01-10,BUSD,1155829705.0
2021-01-10,DAI,1423214186.0
2021-01-10,TUSD,311405919.0
2021-01-10,USDC,4791190260.0
2021-01-10,USDT,23457818739.0
2021-01-11,BUSD,1167095739.0
2021-01-11,DAI,1430540828.0
2021-01-11,TUSD,316376373.0
2021-01-11,USDC,4747839414.0
2021-01-11,USDT,23383510524.0
2021-01-12,BUSD,1063122563.0
2021-01-12,DAI,1387192726.0
2021-01-12,TUSD,304209921.0
2021-01-12,USDC,4781020065.0
2021-01-12,USDT,23534073202.0
2021-01-13,BUSD,1065377695.0
2021-01-13,DAI,1372718015.0
2021-01-13,TUSD,303036269.0
2021-01-13,USDC,4767580194.0
2021-01-13,USDT,23790483755.0
2021-01-14,BUSD,1075487637.0
2021-01-14,DAI,1370803376.0
2021-01-14,TUSD,381049425.0
2021-01-14,USDC,4794604286.0
2021-01-14,USDT,23821179950.0
2021-01-15,BUSD,1086403963.0
2021-01-15,DAI,1410423989.0
2021-01-15,TUSD,379932699.0
2021-01-15,USDC,4847814192.0
2021-01-15,USDT,23684887309.0
2021-01-16,BUSD,1154185842.0
2021-01-16,DAI,1290936327.0
2021-01-16,TUSD,378251102.0
2021-01-16,USDC,4995526835.0
2021-01-16,USDT,23747681509.0
2021-01-17,BUSD,1138333582.0
2021-01-17,DAI,1371734223.0
2021-01-17,TUSD,378530487.0
2021-01-17,USDC,5079830181.0
2021-01-17,USDT,23786111246.0
2021-01-18,BUSD,1162269085.0
2021-01-18,DAI,1382628296.0
2021-01-18,TUSD,414580182.0
2021-01-18,USDC,5071059095.0
2021-01-18,USDT,23692150174.0
2021-01-19,BUSD,1149599774.0
2021-01-19,DAI,1405871031.0
2021-01-19,TUSD,415645244.0
2021-01-19,USDC,5133433872.0
2021-01-19,USDT,24138909734.0
2021-01-20,BUSD,1144121496.0
2021-01-20,DAI,1402680028.0
2021-01-20,TUSD,417159872.0
2021-01-20,USDC,5196086023.0
2021-01-20,USDT,24073943182.0
2021-01-21,BUSD,1126921995.0
2021-01-21,DAI,1406048494.0
2021-01-21,TUSD,419088267.0
2021-01-21,USDC,5361054407.0
2021-01-21,USDT,24081140462.0
2021-01-22,BUSD,1104956045.0
2021-01-22,DAI,1413715947.0
2021-01-22,TUSD,415708006.0
2021-01-22,USDC,5419745476.0
2021-01-22,USDT,24144231477.0
2021-01-23,BUSD,1185996432.0
2021-01-23,DAI,1444844741.0
2021-01-23,TUSD,416548773.0
2021-01-23,USDC,5532513224.0
2021-01-23,USDT,24124439289.0
2021-01-24,BUSD,1185373526.0
2021-01-24,DAI,1460449760.0
2021-01-24,TUSD,413884428.0
2021-01-24,USDC,5591326303.0
2021-01-24,USDT,24080306260.0
2021-01-25,BUSD,1222414047.0
2021-01-25,DAI,1534181164.0
2021-01-25,TUSD,412610433.0
2021-01-25,USDC,5594518676.0
2021-01-25,USDT,24104528683.0
2021-01-26,BUSD,1198521684.0
2021-01-26,DAI,1578048346.0
2021-01-26,TUSD,401810471.0
2021-01-26,USDC,5468388402.0
2021-01-26,USDT,24134881470.0
2021-01-27,BUSD,1220247845.0
2021-01-27,DAI,1597192174.0
2021-01-27,TUSD,394389028.0
2021-01-27,USDC,5450119780.0
2021-01-27,USDT,24592964257.0
2021-01-28,BUSD,1369010303.0
2021-01-28,DAI,1606180757.0
2021-01-28,TUSD,397408257.0
2021-01-28,USDC,5581983478.0
2021-01-28,USDT,24966178561.0
2021-01-29,BUSD,1396211486.0
2021-01-29,DAI,1611309685.0
2021-01-29,TUSD,396680372.0
2021-01-29,USDC,5722537809.0
2021-01-29,USDT,25385528547.0
2021-01-30,BUSD,1484590348.0
2021-01-30,DAI,1617455574.0
2021-01-30,TUSD,398760177.0
2021-01-30,USDC,5834068469.0
2021-01-30,USDT,25684420702.0
2021-01-31,BUSD,1472470935.0
2021-01-31,DAI,1641083686.0
2021-01-31,TUSD,397612977.0
2021-01-31,USDC,5838942489.0
2021-01-31,USDT,25722233732.0
2021-02-01,BUSD,1470901227.0
2021-02-01,DAI,1645988631.0
2021-02-01,TUSD,403297181.0
2021-02-01,USDC,5894082170.0
2021-02-01,USDT,26185621002.0
2021-02-02,BUSD,1409767108.0
2021-02-02,DAI,1653417558.0
2021-02-02,TUSD,401733152.0
2021-02-02,USDC,5962710503.0
2021-02-02,USDT,26095810510.0
2021-02-03,BUSD,1407910879.0
2021-02-03,DAI,1707471465.0
2021-02-03,TUSD,379390070.0
2021-02-03,USDC,5994687659.0
2021-02-03,USDT,24585179846.0
2021-02-04,BUSD,1427393300.0
2021-02-04,DAI,1734477987.0
2021-02-04,TUSD,379942026.0
2021-02-04,USDC,6145809025.0
2021-02-04,USDT,26960178989.0
2021-02-05,BUSD,1452988240.0
2021-02-05,DAI,1771406695.0
2021-02-05,TUSD,374002959.0
2021-02-05,USDC,6237099969.0
2021-02-05,USDT,27350486446.0
2021-02-06,BUSD,1517687222.0
2021-02-06,DAI,1821269558.0
2021-02-06,TUSD,376216928.0
2021-02-06,USDC,6363174350.0
2021-02-06,USDT,28269914561.0
2021-02-07,BUSD,1554016437.0
2021-02-07,DAI,1824328688.0
2021-02-07,TUSD,374779616.0
2021-02-07,USDC,6477850957.0
2021-02-07,USDT,28194791606.0
2021-02-08,BUSD,1540387165.0
2021-02-08,DAI,1802559329.0
2021-02-08,TUSD,373428178.0
2021-02-08,USDC,6525018033.0
2021-02-08,USDT,29574850772.0
2021-02-09,BUSD,1560690285.0
2021-02-09,DAI,1890854875.0
2021-02-09,TUSD,402087740.0
2021-02-09,USDC,6532672893.0
2021-02-09,USDT,29700248415.0
2021-02-10,BUSD,1600465331.0
2021-02-10,DAI,1946119847.0
2021-02-10,TUSD,377372954.0
2021-02-10,USDC,6756130435.0
2021-02-10,USDT,30476476632.0
2021-02-11,BUSD,1663744342.0
2021-02-11,DAI,1966146430.0
2021-02-11,TUSD,377053130.0
2021-02-11,USDC,6807744352.0
2021-02-11,USDT,30651509418.0
2021-02-12,BUSD,1675831900.0
2021-02-12,DAI,2030249061.0
2021-02-12,TUSD,356008805.0
2021-02-12,USDC,6981649170.0
2021-02-12,USDT,30638846876.0
2021-02-13,BUSD,1652044888.0
2021-02-13,DAI,2043797587.0
2021-02-13,TUSD,363955379.0
2021-02-13,USDC,7094817169.0
2021-02-13,USDT,31622484633.0
2021-02-14,BUSD,1718902579.0
2021-02-14,DAI,2070099295.0
2021-02-14,TUSD,369358393.0
2021-02-14,USDC,7339090722.0
2021-02-14,USDT,31673488430.0
2021-02-15,BUSD,1740770319.0
2021-02-15,DAI,2065816774.0
2021-02-15,TUSD,331941664.0
2021-02-15,USDC,7459584243.0
2021-02-15,USDT,31595058573.0
2021-02-16,BUSD,1623480294.0
2021-02-16,DAI,2123015338.0
2021-02-16,TUSD,322825819.0
2021-02-16,USDC,7438238949.0
2021-02-16,USDT,32118114789.0
2021-02-17,BUSD,1586462932.0
2021-02-17,DAI,2198863134.0
2021-02-17,TUSD,329884337.0
2021-02-17,USDC,7266993387.0
2021-02-17,USDT,33148074356.0
2021-02-18,BUSD,1649075697.0
2021-02-18,DAI,2256980635.0
2021-02-18,TUSD,321537383.0
2021-02-18,USDC,7288058179.0
2021-02-18,USDT,33134666195.0
2021-02-19,BUSD,1730183041.0
2021-02-19,DAI,2303775050.0
2021-02-19,TUSD,322609672.0
2021-02-19,USDC,7403146915.0
2021-02-19,USDT,33522048490.0
2021-02-20,BUSD,1966457780.0
2021-02-20,DAI,2334463241.0
2021-02-20,TUSD,311276842.0
2021-02-20,USDC,7683610803.0
2021-02-20,USDT,34530218990.0
2021-02-21,BUSD,2177432503.0
2021-02-21,DAI,2363165485.0
2021-02-21,TUSD,312552810.0
2021-02-21,USDC,7894202417.0
2021-02-21,USDT,34485854522.0
2021-02-22,BUSD,2196339403.0
2021-02-22,DAI,2394152758.0
2021-02-22,TUSD,311090176.0
2021-02-22,USDC,7824146458.0
2021-02-22,USDT,34435564858.0
2021-02-23,BUSD,2261440422.0
2021-02-23,DAI,2377223790.0
2021-02-23,TUSD,351934274.0
2021-02-23,USDC,8156984165.0
2021-02-23,USDT,34493026143.0
2021-02-24,BUSD,2160296288.0
2021-02-24,DAI,2319478958.0
2021-02-24,TUSD,348949010.0
2021-02-24,USDC,8274267091.0
2021-02-24,USDT,34439622474.0
2021-02-25,BUSD,2280626556.0
2021-02-25,DAI,2347930764.0
2021-02-25,TUSD,350389232.0
2021-02-25,USDC,8448880996.0
2021-02-25,USDT,34665380337.0
2021-02-26,BUSD,2286513290.0
2021-02-26,DAI,2329771374.0
2021-02-26,TUSD,349646577.0
2021-02-26,USDC,8477001612.0
2021-02-26,USDT,34440054295.0
2021-02-27,BUSD,2349852848.0
2021-02-27,DAI,2332530066.0
2021-02-27,TUSD,353090328.0
2021-02-27,USDC,8907415825.0
2021-02-27,USDT,34588400395.0
2021-02-28,BUSD,2379130727.0
2021-02-28,DAI,2337533163.0
2021-02-28,TUSD,342334106.0
2021-02-28,USDC,9021686919.0
2021-02-28,USDT,34106342827.0
2021-03-01,BUSD,2352018874.0
2021-03-01,DAI,2367977073.0
2021-03-01,TUSD,309051257.0
2021-03-01,USDC,9006110600.0
2021-03-01,USDT,35460506885.0
2021-03-02,BUSD,2554363557.0
2021-03-02,DAI,2475703401.0
2021-03-02,TUSD,296540331.0
2021-03-02,USDC,8962773010.0
2021-03-02,USDT,35351065635.0
2021-03-03,BUSD,2864616094.0
2021-03-03,DAI,2543380615.0
2021-03-03,TUSD,298839028.0
2021-03-03,USDC,8920285945.0
2021-03-03,USDT,36517749084.0
2021-03-04,BUSD,2803990151.0
2021-03-04,DAI,2530994264.0
2021-03-04,TUSD,296672965.0
2021-03-04,USDC,8771906882.0
2021-03-04,USDT,36184316387.0
2021-03-05,BUSD,2974010058.0
2021-03-05,DAI,2577028126.0
2021-03-05,TUSD,292844601.0
2021-03-05,USDC,8862651106.0
2021-03-05,USDT,36331967829.0
2021-03-06,BUSD,3208495760.0
2021-03-06,DAI,2553691992.0
2021-03-06,TUSD,294471985.0
2021-03-06,USDC,8972258225.0
2021-03-06,USDT,36157645812.0
2021-03-07,BUSD,3236283123.0
2021-03-07,DAI,2589428547.0
2021-03-07,TUSD,294783417.0
2021-03-07,USDC,9142840901.0
2021-03-07,USDT,36279311852.0
2021-03-08,BUSD,3160292051.0
2021-03-08,DAI,2549801409.0
2021-03-08,TUSD,297121141.0
2021-03-08,USDC,9184957857.0
2021-03-08,USDT,36325947085.0
2021-03-09,BUSD,3013203734.0
2021-03-09,DAI,2577981720.0
2021-03-09,TUSD,294260468.0
2021-03-09,USDC,9144211361.0
2021-03-09,USDT,36225324904.0
2021-03-10,BUSD,3187562381.0
2021-03-10,DAI,2644858790.0
2021-03-10,TUSD,286820703.0
2021-03-10,USDC,9147691042.0
2021-03-10,USDT,37305583084.0
2021-03-11,BUSD,3214021033.0
2021-03-11,DAI,2624886624.0
2021-03-11,TUSD,285586422.0
2021-03-11,USDC,9200207105.0
2021-03-11,USDT,37502646174.0
2021-03-12,BUSD,3129670479.0
2021-03-12,DAI,2676832108.0
2021-03-12,TUSD,287104571.0
2021-03-12,USDC,9292359502.0
2021-03-12,USDT,37696362445.0
2021-03-13,BUSD,3205768080.0
2021-03-13,DAI,2730885990.0
2021-03-13,TUSD,298000716.0
2021-03-13,USDC,9473556216.0
2021-03-13,USDT,37688645646.0
2021-03-14,BUSD,3193502135.0
2021-03-14,DAI,2759945513.0
2021-03-14,TUSD,299023745.0
2021-03-14,USDC,9443898878.0
2021-03-14,USDT,37685800848.0
2021-03-15,BUSD,3111919540.0
2021-03-15,DAI,2775130202.0
2021-03-15,TUSD,302922112.0
2021-03-15,USDC,9460093771.0
2021-03-15,USDT,38755355228.0
2021-03-16,BUSD,3096259242.0
2021-03-16,DAI,2786755581.0
2021-03-16,TUSD,308389674.0
2021-03-16,USDC,9519936245.0
2021-03-16,USDT,39331389879.0
2021-03-17,BUSD,3072926617.0
2021-03-17,DAI,2809283762.0
2021-03-17,TUSD,306351783.0
2021-03-17,USDC,9631416875.0
2021-03-17,USDT,39276986884.0
2021-03-18,BUSD,3105945233.0
2021-03-18,DAI,2866184439.0
2021-03-18,TUSD,314404582.0
2021-03-18,USDC,9716304881.0
2021-03-18,USDT,39369205651.0
2021-03-19,BUSD,3197477225.0
2021-03-19,DAI,2886094654.0
2021-03-19,TUSD,317321549.0
2021-03-19,USDC,9841183508.0
2021-03-19,USDT,39362450327.0
2021-03-20,BUSD,3226194648.0
2021-03-20,DAI,2875924966.0
2021-03-20,TUSD,299625140.0
2021-03-20,USDC,10009990425.0
2021-03-20,USDT,39382461749.0
2021-03-21,BUSD,3254411859.0
2021-03-21,DAI,2884178227.0
2021-03-21,TUSD,300723980.0
2021-03-21,USDC,10040158546.0
2021-03-21,USDT,40385614604.0
2021-03-22,BUSD,3240305355.0
2021-03-22,DAI,2901728956.0
2021-03-22,TUSD,300945945.0
2021-03-22,USDC,10192170772.0
2021-03-22,USDT,40346867253.0
2021-03-23,BUSD,3365234846.0
2021-03-23,DAI,2932929209.0
2021-03-23,TUSD,302508209.0
2021-03-23,USDC,10339298414.0
2021-03-23,USDT,40354628172.0
2021-03-24,BUSD,3375284792.0
2021-03-24,DAI,2914683204.0
2021-03-24,TUSD,309208607.0
2021-03-24,USDC,10301322962.0
2021-03-24,USDT,40144389268.0
2021-03-25,BUSD,3314512743.0
2021-03-25,DAI,2921905420.0
2021-03-25,TUSD,324339976.0
2021-03-25,USDC,10434490432.0
2021-03-25,USDT,40164623673.0
2021-03-26,BUSD,3264529181.0
2021-03-26,DAI,2922121402.0
2021-03-26,TUSD,328731477.0
2021-03-26,USDC,10662159103.0
2021-03-26,USDT,40165535684.0
2021-03-27,BUSD,3390200920.0
2021-03-27,DAI,2963027012.0
2021-03-27,TUSD,330006812.0
2021-03-27,USDC,10866022678.0
2021-03-27,USDT,40992394200.0
2021-03-28,BUSD,3441176073.0
2021-03-28,DAI,2983148034.0
2021-03-28,TUSD,331454664.0
2021-03-28,USDC,10924277370.0
2021-03-28,USDT,41010674597.0
2021-03-29,BUSD,3496513887.0
2021-03-29,DAI,3001339425.0
2021-03-29,TUSD,338672266.0
2021-03-29,USDC,10967061466.0
2021-03-29,USDT,41151075766.0
2021-03-30,BUSD,3479804284.0
2021-03-30,DAI,2985424289.0
2021-03-30,TUSD,342265966.0
2021-03-30,USDC,10808029963.0
2021-03-30,USDT,40978638845.0
2021-03-31,BUSD,3583389397.0
2021-03-31,DAI,3015418315.0
2021-03-31,TUSD,332213636.0
2021-03-31,USDC,10895891614.0
2021-03-31,USDT,41006603710.0
2021-04-01,BUSD,3481945589.0
2021-04-01,DAI,3009058214.0
2021-04-01,TUSD,327847850.0
2021-04-01,USDC,10817644903.0
2021-04-01,USDT,42222628280.0
2021-04-02,BUSD,3527311415.0
2021-04-02,DAI,2965693957.0
2021-04-02,TUSD,324856417.0
2021-04-02,USDC,10907464589.0
2021-04-02,USDT,42241531615.0
2021-04-03,BUSD,3826084638.0
2021-04-03,DAI,3041816263.0
2021-04-03,TUSD,328367037.0
2021-04-03,USDC,10739406278.0
2021-04-03,USDT,42234161259.0
2021-04-04,BUSD,3955678354.0
2021-04-04,DAI,3059449651.0
2021-04-04,TUSD,317462588.0
2021-04-04,USDC,10896828274.0
2021-04-04,USDT,42237379191.0
2021-04-05,BUSD,4027513751.0
2021-04-05,DAI,3068950841.0
2021-04-05,TUSD,320317916.0
2021-04-05,USDC,10923367243.0
2021-04-05,USDT,42232552446.0
2021-04-06,BUSD,4083196111.0
2021-04-06,DAI,3053044121.0
2021-04-06,TUSD,324440960.0
2021-04-06,USDC,11028390658.0
2021-04-06,USDT,43381315891.0
2021-04-07,BUSD,4018081438.0
2021-04-07,DAI,3063134820.0
2021-04-07,TUSD,323211011.0
2021-04-07,USDC,10984645427.0
2021-04-07,USDT,43423636951.0
2021-04-08,BUSD,4194395870.0
2021-04-08,DAI,3060346506.0
2021-04-08,TUSD,323559677.0
2021-04-08,USDC,11017257261.0
2021-04-08,USDT,44386492308.0
2021-04-09,BUSD,4643295509.0
2021-04-09,DAI,3043893446.0
2021-04-09,TUSD,314762348.0
2021-04-09,USDC,11195198971.0
2021-04-09,USDT,44489350103.0
2021-04-10,BUSD,4929970328.0
2021-04-10,DAI,3042222329.0
2021-04-10,TUSD,302822196.0
2021-04-10,USDC,11199866760.0
2021-04-10,USDT,44388393770.0
2021-04-11,BUSD,4954602778.0
2021-04-11,DAI,3116123167.0
2021-04-11,TUSD,294534963.0
2021-04-11,USDC,11183088794.0
2021-04-11,USDT,44377530957.0
2021-04-12,BUSD,5035187793.0
2021-04-12,DAI,3150962372.0
2021-04-12,TUSD,295681821.0
2021-04-12,USDC,11137460232.0
2021-04-12,USDT,45452923277.0
2021-04-13,BUSD,5066655992.0
2021-04-13,DAI,3132457374.0
2021-04-13,TUSD,298742696.0
2021-04-13,USDC,11011455999.0
2021-04-13,USDT,45446501811.0
2021-04-14,BUSD,5257958081.0
2021-04-14,DAI,3170787685.0
2021-04-14,TUSD,302316957.0
2021-04-14,USDC,11325569308.0
2021-04-14,USDT,47468725364.0
2021-04-15,BUSD,5337335554.0
2021-04-15,DAI,3153780269.0
2021-04-15,TUSD,324525822.0
2021-04-15,USDC,11534755675.0
2021-04-15,USDT,47394923053.0
2021-04-16,BUSD,5534642026.0
2021-04-16,DAI,3202337936.0
2021-04-16,TUSD,337079191.0
2021-04-16,USDC,11811178519.0
2021-04-16,USDT,47409587501.0
2021-04-17,BUSD,6150229218.0
2021-04-17,DAI,3311859380.0
2021-04-17,TUSD,323003999.0
2021-04-17,USDC,12098944555.0
2021-04-17,USDT,48358512694.0
2021-04-18,BUSD,6246857312.0
2021-04-18,DAI,3441842084.0
2021-04-18,TUSD,331290471.0
2021-04-18,USDC,12486689060.0
2021-04-18,USDT,48475784369.0
2021-04-19,BUSD,6404951583.0
2021-04-19,DAI,3434909248.0
2021-04-19,TUSD,329149395.0
2021-04-19,USDC,12636603386.0
2021-04-19,USDT,50439912171.0
2021-04-20,BUSD,6635027844.0
2021-04-20,DAI,3422151018.0
2021-04-20,TUSD,301442108.0
2021-04-20,USDC,12924057369.0
2021-04-20,USDT,50402257702.0
2021-04-21,BUSD,6856846532.0
2021-04-21,DAI,3452323301.0
2021-04-21,TUSD,332861810.0
2021-04-21,USDC,12968098641.0
2021-04-21,USDT,50430101856.0
2021-04-22,BUSD,7244042394.0
2021-04-22,DAI,3415056394.0
2021-04-22,TUSD,337245991.0
2021-04-22,USDC,13037727643.0
2021-04-22,USDT,50266549419.0
2021-04-23,BUSD,7125533229.0
2021-04-23,DAI,3459979587.0
2021-04-23,TUSD,333956480.0
2021-04-23,USDC,13022624086.0
2021-04-23,USDT,50466071918.0
2021-04-24,BUSD,6882129171.0
2021-04-24,DAI,3433929762.0
2021-04-24,TUSD,325743307.0
2021-04-24,USDC,13426988492.0
2021-04-24,USDT,50499682242.0
2021-04-25,BUSD,6954319238.0
2021-04-25,DAI,3442209340.0
2021-04-25,TUSD,310431822.0
2021-04-25,USDC,13567365689.0
2021-04-25,USDT,50337162794.0
2021-04-26,BUSD,7093625063.0
2021-04-26,DAI,3474358736.0
2021-04-26,TUSD,317032386.0
2021-04-26,USDC,13624732938.0
2021-04-26,USDT,50605156220.0
2021-04-27,BUSD,7197860696.0
2021-04-27,DAI,3489093584.0
2021-04-27,TUSD,334163416.0
2021-04-27,USDC,13847804660.0
2021-04-27,USDT,50440336521.0
2021-04-28,BUSD,7403153010.0
2021-04-28,DAI,3549477305.0
2021-04-28,TUSD,347120394.0
2021-04-28,USDC,13803360389.0
2021-04-28,USDT,50251671678.0
2021-04-29,BUSD,7157717727.0
2021-04-29,DAI,3574406283.0
2021-04-29,TUSD,468621720.0
2021-04-29,USDC,13923784307.0
2021-04-29,USDT,50991958451.0
2021-04-30,BUSD,7207172018.0
2021-04-30,DAI,3675844571.0
2021-04-30,TUSD,542594652.0
2021-04-30,USDC,13937040206.0
2021-04-30,USDT,50946008137.0
2021-05-01,BUSD,7456610451.0
2021-05-01,DAI,3655409488.0
2021-05-01,TUSD,625376317.0
2021-05-01,USDC,14014219976.0
2021-05-01,USDT,51981753207.0
2021-05-02,BUSD,7582059487.0
2021-05-02,DAI,3733226859.0
2021-05-02,TUSD,873366405.0
2021-05-02,USDC,14060614201.0
2021-05-02,USDT,51938886806.0
2021-05-03,BUSD,7820774539.0
2021-05-03,DAI,3790084918.0
2021-05-03,TUSD,905744740.0
2021-05-03,USDC,14036298911.0
2021-05-03,USDT,52941850357.0
2021-05-04,BUSD,7476821172.0
2021-05-04,DAI,3907863538.0
2021-05-04,TUSD,1099849844.0
2021-05-04,USDC,14009366058.0
2021-05-04,USDT,52980312283.0
2021-05-05,BUSD,7476151254.0
2021-05-05,DAI,3966103066.0
2021-05-05,TUSD,1087349735.0
2021-05-05,USDC,14233051613.0
2021-05-05,USDT,55104406619.0
2021-05-06,BUSD,7758445468.0
2021-05-06,DAI,4097187073.0
2021-05-06,TUSD,1106688067.0
2021-05-06,USDC,14499689844.0
2021-05-06,USDT,54827697921.0
2021-05-07,BUSD,7984077237.0
2021-05-07,DAI,4291290742.0
2021-05-07,TUSD,1108738689.0
2021-05-07,USDC,14494849887.0
2021-05-07,USDT,54926914141.0
2021-05-08,BUSD,7821246972.0
2021-05-08,DAI,4377104688.0
2021-05-08,TUSD,1108749709.0
2021-05-08,USDC,14631607000.0
