date,chain,tvl
2020-01-01,ethereum,601701867
2020-01-02,ethereum,601198865
2020-01-03,ethereum,595731705
2020-01-04,ethereum,603750634
2020-01-05,ethereum,605661602
2020-01-06,ethereum,609287026
2020-01-07,ethereum,622172924
2020-01-08,ethereum,609559287
2020-01-09,ethereum,632508229
2020-01-10,ethereum,589337524
2020-01-11,ethereum,587331284
2020-01-12,ethereum,610271864
2020-01-13,ethereum,592606554
2020-01-14,ethereum,612161674
2020-01-15,ethereum,648121636
2020-01-16,ethereum,709101170
2020-01-17,ethereum,688455746
2020-01-18,ethereum,727833279
2020-01-19,ethereum,715125228
2020-01-20,ethereum,709147954
2020-01-21,ethereum,682674590
2020-01-22,ethereum,716289646
2020-01-23,ethereum,713357831
2020-01-24,ethereum,700701613
2020-01-25,ethereum,691953257
2020-01-26,ethereum,688439990
2020-01-27,ethereum,695368228
2020-01-28,ethereum,721237228
2020-01-29,ethereum,752172808
2020-01-30,ethereum,767083372
2020-01-31,ethereum,768291137
2020-02-01,ethereum,780089896
2020-02-02,ethereum,790985821
2020-02-03,ethereum,813019346
2020-02-04,ethereum,801555544
2020-02-05,ethereum,794332435
2020-02-06,ethereum,827168316
2020-02-07,ethereum,862859357
2020-02-08,ethereum,891867111
2020-02-09,ethereum,898215104
2020-02-10,ethereum,899205196
2020-02-11,ethereum,852237091
2020-02-12,ethereum,890435288
2020-02-13,ethereum,969514500
2020-02-14,ethereum,994491767
2020-02-15,ethereum,1025829160
2020-02-16,ethereum,1044998934
2020-02-17,ethereum,997895960
2020-02-18,ethereum,944760378
2020-02-19,ethereum,994025847
2020-02-20,ethereum,967214335
2020-02-21,ethereum,875556843
2020-02-22,ethereum,903820068
2020-02-23,ethereum,907003750
2020-02-24,ethereum,933716822
2020-02-25,ethereum,939655070
2020-02-26,ethereum,909766783
2020-02-27,ethereum,829300640
2020-02-28,ethereum,820907123
2020-02-29,ethereum,796619688
2020-03-01,ethereum,818677422
2020-03-02,ethereum,811907583
2020-03-03,ethereum,803462128
2020-03-04,ethereum,827496346
2020-03-05,ethereum,809779133
2020-03-06,ethereum,827020769
2020-03-07,ethereum,839846481
2020-03-08,ethereum,855084137
2020-03-09,ethereum,806621321
2020-03-10,ethereum,737708618
2020-03-11,ethereum,739064284
2020-03-12,ethereum,745764104
2020-03-13,ethereum,521885377
2020-03-14,ethereum,495648953
2020-03-15,ethereum,496053621
2020-03-16,ethereum,475705061
2020-03-17,ethereum,403199242
2020-03-18,ethereum,444316855
2020-03-19,ethereum,438291405
2020-03-20,ethereum,470111288
2020-03-21,ethereum,527800179
2020-03-22,ethereum,488111653
2020-03-23,ethereum,480763441
2020-03-24,ethereum,469801447
2020-03-25,ethereum,511079221
2020-03-26,ethereum,511477431
2020-03-27,ethereum,517795799
2020-03-28,ethereum,521215877
2020-03-29,ethereum,507857121
2020-03-30,ethereum,506184778
2020-03-31,ethereum,518576577
2020-04-01,ethereum,528352610
2020-04-02,ethereum,533232018
2020-04-03,ethereum,548181423
2020-04-04,ethereum,575314001
2020-04-05,ethereum,565385776
2020-04-06,ethereum,568509955
2020-04-07,ethereum,590239790
2020-04-08,ethereum,639228103
2020-04-09,ethereum,626242580
2020-04-10,ethereum,629157254
2020-04-11,ethereum,582519705
2020-04-12,ethereum,587335338
2020-04-13,ethereum,583617075
2020-04-14,ethereum,578405264
2020-04-15,ethereum,585402831
2020-04-16,ethereum,672492858
2020-04-17,ethereum,616820970
2020-04-18,ethereum,624610550
2020-04-19,ethereum,640725075
2020-04-20,ethereum,672240212
2020-04-21,ethereum,656912899
2020-04-22,ethereum,638385488
2020-04-23,ethereum,661857855
2020-04-24,ethereum,673446071
2020-04-25,ethereum,685632694
2020-04-26,ethereum,696296810
2020-04-27,ethereum,697359253
2020-04-28,ethereum,704927248
2020-04-29,ethereum,715457278
2020-04-30,ethereum,760982584
2020-05-01,ethereum,749851933
2020-05-02,ethereum,761085709
2020-05-03,ethereum,766028230
2020-05-04,ethereum,781202255
2020-05-05,ethereum,744371417
2020-05-06,ethereum,746289169
2020-05-07,ethereum,784707296
2020-05-08,ethereum,766727405
2020-05-09,ethereum,783708318
2020-05-10,ethereum,788301526
2020-05-11,ethereum,741270085
2020-05-12,ethereum,717986155
2020-05-13,ethereum,710924967
2020-05-14,ethereum,722512450
2020-05-15,ethereum,740465186
2020-05-16,ethereum,728686910
2020-05-17,ethereum,733111824
2020-05-18,ethereum,745186581
2020-05-19,ethereum,762191772
2020-05-20,ethereum,824462465
2020-05-21,ethereum,838136760
2020-05-22,ethereum,814447861
2020-05-23,ethereum,818755893
2020-05-24,ethereum,826739887
2020-05-25,ethereum,815031143
2020-05-26,ethereum,808133164
2020-05-27,ethereum,812603098
2020-05-28,ethereum,829612943
2020-05-29,ethereum,828725017
2020-05-30,ethereum,850698892
2020-05-31,ethereum,902269296
2020-06-01,ethereum,918377084
2020-06-02,ethereum,920919237
2020-06-03,ethereum,951251998
2020-06-04,ethereum,940226433
2020-06-05,ethereum,941453797
2020-06-06,ethereum,957992985
2020-06-07,ethereum,963213408
2020-06-08,ethereum,954469822
2020-06-09,ethereum,955728068
2020-06-10,ethereum,940504433
2020-06-11,ethereum,911214973
2020-06-12,ethereum,976498866
2020-06-13,ethereum,956429759
2020-06-14,ethereum,951193423
2020-06-15,ethereum,933954175
2020-06-16,ethereum,928560725
2020-06-17,ethereum,1021675291
2020-06-18,ethereum,1100622859
2020-06-19,ethereum,1207798031
2020-06-20,ethereum,1288755249
2020-06-21,ethereum,1402853591
2020-06-22,ethereum,1478583851
2020-06-23,ethereum,1486945519
2020-06-24,ethereum,1540388544
2020-06-25,ethereum,1611928603
2020-06-26,ethereum,1624877597
2020-06-27,ethereum,1647709273
2020-06-28,ethereum,1674414541
2020-06-29,ethereum,1650042843
2020-06-30,ethereum,1666079528
2020-07-01,ethereum,1637319007
2020-07-02,ethereum,1712410073
2020-07-03,ethereum,1759348859
2020-07-04,ethereum,1812311958
2020-07-05,ethereum,1831398418
2020-07-06,ethereum,1863109650
2020-07-07,ethereum,1972703467
2020-07-08,ethereum,1967516233
2020-07-09,ethereum,2108324722
2020-07-10,ethereum,2112894369
2020-07-11,ethereum,2125183950
2020-07-12,ethereum,2164238650
2020-07-13,ethereum,2188100939
2020-07-14,ethereum,2205284377
2020-07-15,ethereum,2157349676
2020-07-16,ethereum,2199715349
2020-07-17,ethereum,2195205035
2020-07-18,ethereum,2303484481
2020-07-19,ethereum,2318444822
2020-07-20,ethereum,2531059731
2020-07-21,ethereum,2734644290
2020-07-22,ethereum,2833664739
2020-07-23,ethereum,2998799617
2020-07-24,ethereum,3211645191
2020-07-25,ethereum,3261154631
2020-07-26,ethereum,3287410895
2020-07-27,ethereum,3201306431
2020-07-28,ethereum,3170441329
2020-07-29,ethereum,3182888863
2020-07-30,ethereum,3301274346
2020-07-31,ethereum,3410521304
2020-08-01,ethereum,3535885635
2020-08-02,ethereum,3762746974
2020-08-03,ethereum,3662945256
2020-08-04,ethereum,3802518684
2020-08-05,ethereum,3848868692
2020-08-06,ethereum,4050491077
2020-08-07,ethereum,3991928138
2020-08-08,ethereum,4061065293
2020-08-09,ethereum,4133762804
2020-08-10,ethereum,4220568052
2020-08-11,ethereum,4278186586
2020-08-12,ethereum,4207603044
2020-08-13,ethereum,4244009008
2020-08-14,ethereum,4448351767
2020-08-15,ethereum,5255359356
2020-08-16,ethereum,5599737918
2020-08-17,ethereum,5685933671
2020-08-18,ethereum,5919883256
2020-08-19,ethereum,5885719002
2020-08-20,ethereum,5927987005
2020-08-21,ethereum,6174133808
2020-08-22,ethereum,6088616492
2020-08-23,ethereum,6039912621
2020-08-24,ethereum,6105435666
2020-08-25,ethereum,6187928749
2020-08-26,ethereum,6427047617
2020-08-27,ethereum,6594264147
2020-08-28,ethereum,6618397495
2020-08-29,ethereum,7046314321
2020-08-30,ethereum,7352636351
2020-08-31,ethereum,7716564331
2020-09-01,ethereum,7946193825
2020-09-02,ethereum,8900218583
2020-09-03,ethereum,8723998405
2020-09-04,ethereum,8319117994
2020-09-05,ethereum,8178375580
2020-09-06,ethereum,7031556496
2020-09-07,ethereum,7266074352
2020-09-08,ethereum,7237994131
2020-09-09,ethereum,7110029720
2020-09-10,ethereum,7292423340
2020-09-11,ethereum,7964417091
2020-09-12,ethereum,7945391387
2020-09-13,ethereum,8149375932
2020-09-14,ethereum,7959968567
2020-09-15,ethereum,8122535760
2020-09-16,ethereum,8019364011
2020-09-17,ethereum,7721614499
2020-09-18,ethereum,8216722893
2020-09-19,ethereum,8675902469
2020-09-20,ethereum,9347942896
2020-09-21,ethereum,9438459022
2020-09-22,ethereum,8764229084
2020-09-23,ethereum,8845778441
2020-09-24,ethereum,8902604192
2020-09-25,ethereum,9224019059
2020-09-26,ethereum,9460877899
2020-09-27,ethereum,9731544718
2020-09-28,ethereum,9663444055
2020-09-29,ethereum,9774873489
2020-09-30,ethereum,9780393423
2020-10-01,ethereum,9638763399
2020-10-02,ethereum,9728491833
2020-10-03,ethereum,9306399361
2020-10-04,ethereum,9457453654
2020-10-05,ethereum,9446733247
2020-10-06,ethereum,9304720132
2020-10-07,ethereum,8884935678
2020-10-08,ethereum,8642456107
2020-10-09,ethereum,8892034493
2020-10-10,ethereum,9282272792
2020-10-11,ethereum,9424159624
2020-10-12,ethereum,9534112799
2020-10-13,ethereum,9551252381
2020-10-14,ethereum,9609273731
2020-10-15,ethereum,9606813826
2020-10-16,ethereum,9486053677
2020-10-17,ethereum,9303856301
2020-10-18,ethereum,9261728669
2020-10-19,ethereum,9372412332
2020-10-20,ethereum,9398991558
2020-10-21,ethereum,9168352692
2020-10-22,ethereum,9299526664
2020-10-23,ethereum,9479153724
2020-10-24,ethereum,9566021682
2020-10-25,ethereum,9682163403
2020-10-26,ethereum,9686799336
2020-10-27,ethereum,9408718224
2020-10-28,ethereum,9558095680
2020-10-29,ethereum,9480832927
2020-10-30,ethereum,9427232216
2020-10-31,ethereum,9276773906
2020-11-01,ethereum,9448027532
2020-11-02,ethereum,9438850552
2020-11-03,ethereum,9225994311
2020-11-04,ethereum,9187006370
2020-11-05,ethereum,9278168351
2020-11-06,ethereum,9489897070
2020-11-07,ethereum,10119602295
2020-11-08,ethereum,10094320688
2020-11-09,ethereum,10309524193
2020-11-10,ethereum,10763930415
2020-11-11,ethereum,10834571314
2020-11-12,ethereum,11260286996
2020-11-13,ethereum,11140696500
2020-11-14,ethereum,11431050447
2020-11-15,ethereum,11245628147
2020-11-16,ethereum,11279169924
2020-11-17,ethereum,11354442221
2020-11-18,ethereum,11005869155
2020-11-19,ethereum,11144581329
2020-11-20,ethereum,11135277222
2020-11-21,ethereum,11818344633
2020-11-22,ethereum,11898795713
2020-11-23,ethereum,11891978993
2020-11-24,ethereum,12027095760
2020-11-25,ethereum,12034238540
2020-11-26,ethereum,11800823283
2020-11-27,ethereum,10744279937
2020-11-28,ethereum,10649860444
2020-11-29,ethereum,10970685022
2020-11-30,ethereum,11555884734
2020-12-01,ethereum,12231425676
2020-12-02,ethereum,12164995182
2020-12-03,ethereum,12289957006
2020-12-04,ethereum,12573525372
2020-12-05,ethereum,11949001604
2020-12-06,ethereum,12312618649
2020-12-07,ethereum,12379320222
2020-12-08,ethereum,12460796802
2020-12-09,ethereum,12067078437
2020-12-10,ethereum,12044250045
2020-12-11,ethereum,11838440712
2020-12-12,ethereum,11565188035
2020-12-13,ethereum,12018394387
2020-12-14,ethereum,12358748754
2020-12-15,ethereum,12348633771
2020-12-16,ethereum,12643288863
2020-12-17,ethereum,12876108350
2020-12-18,ethereum,13311042178
2020-12-19,ethereum,13295925276
2020-12-20,ethereum,13714322168
2020-12-21,ethereum,13475267975
2020-12-22,ethereum,13028733169
2020-12-23,ethereum,13331689380
2020-12-24,ethereum,13257590475
2020-12-25,ethereum,13185620100
2020-12-26,ethereum,13785330205
2020-12-27,ethereum,14003869187
2020-12-28,ethereum,14057621270
2020-12-29,ethereum,14852651710
2020-12-30,ethereum,14904430229
2020-12-31,ethereum,14460986667
2021-01-01,ethereum,14695937179
2021-01-02,ethereum,14767233289
2021-01-03,ethereum,15225119545
2021-01-04,ethereum,16780296513
2021-01-05,ethereum,17586469515
2021-01-06,ethereum,19209851737
2021-01-07,ethereum,20626869335
2021-01-08,ethereum,21100626928
2021-01-09,ethereum,21559760695
2021-01-10,ethereum,21489763936
2021-01-11,ethereum,21670397333
2021-01-12,ethereum,19284640422
2021-01-13,ethereum,19544948986
2021-01-14,ethereum,20477195739
2021-01-15,ethereum,21495347944
2021-01-16,ethereum,20896222398
2021-01-17,ethereum,21673919024
2021-01-18,ethereum,21779126464
2021-01-19,ethereum,22203863379
2021-01-20,ethereum,23424837732
2021-01-21,ethereum,22465802118
2021-01-22,ethereum,20310747606
2021-01-23,ethereum,21337444072
2021-01-24,ethereum,21906863197
2021-01-25,ethereum,23718072797
2021-01-26,ethereum,23971377053
2021-01-27,ethereum,23568758511
2021-01-28,ethereum,22603983636
2021-01-29,ethereum,23949306802
2021-01-30,ethereum,25043940751
2021-01-31,ethereum,24913488647
2021-02-01,ethereum,24801238348
2021-02-02,ethereum,25299022395
2021-02-03,ethereum,26737340917
2021-02-04,ethereum,30245247664
2021-02-05,ethereum,31133727368
2021-02-06,ethereum,33332748589
2021-02-07,ethereum,33018210857
2021-02-08,ethereum,32294300887
2021-02-09,ethereum,34789231557
2021-02-10,ethereum,36074543349
2021-02-11,ethereum,37024950097
2021-02-12,ethereum,38120867613
2021-02-13,ethereum,38840011706
2021-02-14,ethereum,38171628669
2021-02-15,ethereum,38569260427
2021-02-16,ethereum,38073189403
2021-02-17,ethereum,38488255603
2021-02-18,ethereum,39076324710
2021-02-19,ethereum,40076263526
2021-02-20,ethereum,40396639760
2021-02-21,ethereum,41614275570
2021-02-22,ethereum,41675360587
2021-02-23,ethereum,39115536121
2021-02-24,ethereum,33989780119
2021-02-25,ethereum,36773890617
2021-02-26,ethereum,35530289025
2021-02-27,ethereum,33944358731
2021-02-28,ethereum,34162352485
2021-03-01,ethereum,33267999181
2021-03-02,ethereum,36285338039
2021-03-03,ethereum,36790050478
2021-03-04,ethereum,38355034662
2021-03-05,ethereum,37742257168
2021-03-06,ethereum,37039897782
2021-03-07,ethereum,38426474892
2021-03-08,ethereum,37435935353
2021-03-09,ethereum,38458207471
2021-03-10,ethereum,40283395577
2021-03-11,ethereum,39970835507
2021-03-12,ethereum,40132990469
2021-03-13,ethereum,41737583821
2021-03-14,ethereum,44361236307
2021-03-15,ethereum,43691849164
2021-03-16,ethereum,42247892685
2021-03-17,ethereum,42690447238
2021-03-18,ethereum,43058315909
2021-03-19,ethereum,43490976595
2021-03-20,ethereum,44248578263
2021-03-21,ethereum,45463994351
2021-03-22,ethereum,43837234865
2021-03-23,ethereum,43365088064
2021-03-24,ethereum,41973257188
2021-03-25,ethereum,41380393463
2021-03-26,ethereum,40139440743
2021-03-27,ethereum,42052108165
2021-03-28,ethereum,42174716711
2021-03-29,ethereum,42347146864
2021-03-30,ethereum,44675950850
2021-03-31,ethereum,46732854557
2021-04-01,ethereum,46818937566
2021-04-02,ethereum,48135349170
2021-04-03,ethereum,50379555727
2021-04-04,ethereum,55052995408
2021-04-05,ethereum,55962456974
2021-04-06,ethereum,56745922893
2021-04-07,ethereum,57407135364
2021-04-08,ethereum,53387480371
2021-04-09,ethereum,55287660156
2021-04-10,ethereum,55946225678
2021-04-11,ethereum,57074576599
2021-04-12,ethereum,56769146101
2021-04-13,ethereum,57454880755
2021-04-14,ethereum,59592678472
2021-04-15,ethereum,62492026633
2021-04-16,ethereum,64127160473
2021-04-17,ethereum,64359286469
2021-04-18,ethereum,64121989530
2021-04-19,ethereum,59234100309
2021-04-20,ethereum,59660407729
2021-04-21,ethereum,60519213662
2021-04-22,ethereum,60919288168
2021-04-23,ethereum,63079508380
2021-04-24,ethereum,59264035524
2021-04-25,ethereum,57212979018
2021-04-26,ethereum,58882143581
2021-04-27,ethereum,64454587500
2021-04-28,ethereum,66726881521
2021-04-29,ethereum,68524685172
2021-04-30,ethereum,66492699549
2021-05-01,ethereum,67725562197
2021-05-02,ethereum,69849065697
2021-05-03,ethereum,70067204656
2021-05-04,ethereum,75587250141
2021-05-05,ethereum,75687177930
2021-05-06,ethereum,76856023166
2021-05-07,ethereum,78841505287
2021-05-08,ethereum,78325648593
2021-05-09,ethereum,81522396534
2021-05-10,ethereum,83068358157
2021-05-11,ethereum,83793687472
2021-05-12,ethereum,84074038377
2021-05-13,ethereum,83569364115
2021-05-14,ethereum,78368480942
2021-05-15,ethereum,81909878469
2021-05-16,ethereum,78860644174
2021-05-17,ethereum,77246362274
2021-05-18,ethereum,74589747963
2021-05-19,ethereum,72055490096
2021-05-20,ethereum,60887421984
2021-05-21,ethereum,60623949442
2021-05-22,ethereum,58086502829
2021-05-23,ethereum,52851837816
2021-05-24,ethereum,50208487270
2021-05-25,ethereum,56218988057
2021-05-26,ethereum,57652683058
2021-05-27,ethereum,61917967279
2021-05-28,ethereum,60511045319
2021-05-29,ethereum,55914729135
2021-05-30,ethereum,54610404673
2021-05-31,ethereum,57526158071
2021-06-01,ethereum,60017589946
2021-06-02,ethereum,61482303140
2021-06-03,ethereum,64438339616
2021-06-04,ethereum,65214076250
2021-06-05,ethereum,62755480980
2021-06-06,ethereum,63395384739
2021-06-07,ethereum,64083319884
2021-06-08,ethereum,63722844045
2021-06-09,ethereum,62156650633
2021-06-10,ethereum,63486865227
2021-06-11,ethereum,61820256219
2021-06-12,ethereum,60447434950
2021-06-13,ethereum,60407375050
2021-06-14,ethereum,62270323153
2021-06-15,ethereum,63936926753
2021-06-16,ethereum,64254227874
2021-06-17,ethereum,61729231425
2021-06-18,ethereum,60266997026
2021-06-19,ethereum,58792206427
2021-06-20,ethereum,58210748603
2021-06-21,ethereum,54776417292
2021-06-22,ethereum,50305649067
2021-06-23,ethereum,50417395178
2021-06-24,ethereum,52106047720
2021-06-25,ethereum,52233686418
2021-06-26,ethereum,50548335354
2021-06-27,ethereum,50912732020
2021-06-28,ethereum,52481084622
2021-06-29,ethereum,54313186587
2021-06-30,ethereum,55900687128
2021-07-01,ethereum,56213565304
2021-07-02,ethereum,55470125290
2021-07-03,ethereum,55485875981
2021-07-04,ethereum,57478679152
2021-07-05,ethereum,58748891831
2021-07-06,ethereum,58167819665
2021-07-07,ethereum,60026115308
2021-07-08,ethereum,60616691127
2021-07-09,ethereum,58613176630
2021-07-10,ethereum,58358881998
2021-07-11,ethereum,59061548278
2021-07-12,ethereum,58631612616
2021-07-13,ethereum,57252669094
2021-07-14,ethereum,56485979894
2021-07-15,ethereum,56266192854
2021-07-16,ethereum,55178849060
2021-07-17,ethereum,54715997060
2021-07-18,ethereum,55210011128
2021-07-19,ethereum,54820481169
2021-07-20,ethereum,53275671739
2021-07-21,ethereum,53453744713
2021-07-22,ethereum,56489336429
2021-07-23,ethereum,56392137108
2021-07-24,ethereum,57783810520
2021-07-25,ethereum,58697970393
2021-07-26,ethereum,59711977827
2021-07-27,ethereum,60538451000
2021-07-28,ethereum,62038932826
2021-07-29,ethereum,61763232023
2021-07-30,ethereum,63192705560
2021-07-31,ethereum,64583442033
2021-08-01,ethereum,65512222310
2021-08-02,ethereum,65120064822
2021-08-03,ethereum,65167838166
2021-08-04,ethereum,64980361090
2021-08-05,ethereum,67455426397
2021-08-06,ethereum,69410479104
2021-08-07,ethereum,71259960078
2021-08-08,ethereum,73720717314
2021-08-09,ethereum,72840736507
2021-08-10,ethereum,74559348155
2021-08-11,ethereum,74451130269
2021-08-12,ethereum,74613097888
2021-08-13,ethereum,74442923624
2021-08-14,ethereum,77989680262
2021-08-15,ethereum,77285588694
2021-08-16,ethereum,77437595077
2021-08-17,ethereum,75255773864
2021-08-18,ethereum,73651382594
2021-08-19,ethereum,74696752951
2021-08-20,ethereum,76960570453
2021-08-21,ethereum,79134114970
2021-08-22,ethereum,78556414486
2021-08-23,ethereum,79344497889
2021-08-24,ethereum,79653869943
2021-08-25,ethereum,77799475396
2021-08-26,ethereum,77944712805
2021-08-27,ethereum,77014375848
2021-08-28,ethereum,79511551831
2021-08-29,ethereum,78966628865
2021-08-30,ethereum,78609714278
2021-08-31,ethereum,79210471630
2021-09-01,ethereum,82830034637
2021-09-02,ethereum,87014574843
2021-09-03,ethereum,87287167934
2021-09-04,ethereum,88880264721
2021-09-05,ethereum,89044871509
2021-09-06,ethereum,90315893650
2021-09-07,ethereum,87835409916
2021-09-08,ethereum,81524577643
2021-09-09,ethereum,81248665260
2021-09-10,ethereum,79892325324
2021-09-11,ethereum,77660027897
2021-09-12,ethereum,78700160144
2021-09-13,ethereum,80181433159
2021-09-14,ethereum,78977474318
2021-09-15,ethereum,82771424700
2021-09-16,ethereum,84917387791
2021-09-17,ethereum,84021690131
2021-09-18,ethereum,82296859296
2021-09-19,ethereum,82348727535
2021-09-20,ethereum,78542487941
2021-09-21,ethereum,72285120388
2021-09-22,ethereum,72208255786
2021-09-23,ethereum,76583271263
2021-09-24,ethereum,76713001900
2021-09-25,ethereum,74434247905
2021-09-26,ethereum,75211447952
2021-09-27,ethereum,76403728549
2021-09-28,ethereum,73918988407
2021-09-29,ethereum,72806987075
2021-09-30,ethereum,74291316797
2021-10-01,ethereum,76797433249
2021-10-02,ethereum,80448706765
2021-10-03,ethereum,81774331045
2021-10-04,ethereum,82068366711
2021-10-05,ethereum,82572472325
2021-10-06,ethereum,83850571145
2021-10-07,ethereum,85299290105
2021-10-08,ethereum,84633426477
2021-10-09,ethereum,84111187332
2021-10-10,ethereum,84405079775
2021-10-11,ethereum,82336458077
2021-10-12,ethereum,84139775363
2021-10-13,ethereum,83892829070
2021-10-14,ethereum,86222555781
2021-10-15,ethereum,89044919756
2021-10-16,ethereum,91196139186
2021-10-17,ethereum,91165314612
2021-10-18,ethereum,91687040592
2021-10-19,ethereum,90132037710
2021-10-20,ethereum,92117946888
2021-10-21,ethereum,98159374284
2021-10-22,ethereum,96250298723
2021-10-23,ethereum,94787024594
2021-10-24,ethereum,97879189795
2021-10-25,ethereum,96880328169
2021-10-26,ethereum,99045249646
2021-10-27,ethereum,97823472489
2021-10-28,ethereum,94117888729
2021-10-29,ethereum,99190721006
2021-10-30,ethereum,96797367184
2021-10-31,ethereum,94641872952
2021-11-01,ethereum,94717090005
2021-11-02,ethereum,96107417013
2021-11-03,ethereum,102132103730
2021-11-04,ethereum,102902975031
2021-11-05,ethereum,102574895397
2021-11-06,ethereum,101961529804
2021-11-07,ethereum,103082814809
2021-11-08,ethereum,105647650188
2021-11-09,ethereum,108720422656
2021-11-10,ethereum,107845329045
2021-11-11,ethereum,105358573135
2021-11-12,ethereum,106730810850
2021-11-13,ethereum,105916194579
2021-11-14,ethereum,106373381334
2021-11-15,ethereum,106497321635
2021-11-16,ethereum,104502670499
2021-11-17,ethereum,99513896494
2021-11-18,ethereum,100797752864
2021-11-19,ethereum,96353007846
2021-11-20,ethereum,101597190011
2021-11-21,ethereum,104087841585
2021-11-22,ethereum,102122509191
2021-11-23,ethereum,98625233067
2021-11-24,ethereum,102794971533
2021-11-25,ethereum,101702375989
2021-11-26,ethereum,105366218471
2021-11-27,ethereum,97209201379
2021-11-28,ethereum,97882621878
2021-11-29,ethereum,101223240044
2021-11-30,ethereum,103473448550
2021-12-01,ethereum,105646870889
2021-12-02,ethereum,104815502233
2021-12-03,ethereum,103806148495
2021-12-04,ethereum,99049743184
2021-12-05,ethereum,95081919758
2021-12-06,ethereum,95876493647
2021-12-07,ethereum,98990705788
2021-12-08,ethereum,99045080919
2021-12-09,ethereum,101103492285
2021-12-10,ethereum,95947590062
2021-12-11,ethereum,92844440030
2021-12-12,ethereum,95376393193
2021-12-13,ethereum,96463542136
2021-12-14,ethereum,90924105831
2021-12-15,ethereum,91528563371
2021-12-16,ethereum,94549684602
2021-12-17,ethereum,93521855013
2021-12-18,ethereum,92412679935
2021-12-19,ethereum,94451252835
2021-12-20,ethereum,93968817862
2021-12-21,ethereum,93162402274
2021-12-22,ethereum,95897396623
2021-12-23,ethereum,95651339436
2021-12-24,ethereum,98328574580
2021-12-25,ethereum,97563002710
2021-12-26,ethereum,98835779613
2021-12-27,ethereum,99195164446
2021-12-28,ethereum,98844500966
2021-12-29,ethereum,95145033267
2021-12-30,ethereum,92854143796
2021-12-31,ethereum,93364275137
2022-01-01,ethereum,93075939234
2022-01-02,ethereum,94709200109
2022-01-03,ethereum,95866028740
2022-01-04,ethereum,95984721526
2022-01-05,ethereum,95967680924
2022-01-06,ethereum,92165867643
2022-01-07,ethereum,90602388044
2022-01-08,ethereum,88062774112
2022-01-09,ethereum,86257285646
2022-01-10,ethereum,87217163186
2022-01-11,ethereum,85883099844
2022-01-12,ethereum,88332388747
2022-01-13,ethereum,90380928068
2022-01-14,ethereum,88399320047
2022-01-15,ethereum,89106761530
2022-01-16,ethereum,89547894353
2022-01-17,ethereum,89945867970
2022-01-18,ethereum,87805595240
2022-01-19,ethereum,87425240667
2022-01-20,ethereum,86468628970
2022-01-21,ethereum,84495196090
2022-01-22,ethereum,75379024174
2022-01-23,ethereum,70997942052
2022-01-24,ethereum,72806007265
2022-01-25,ethereum,70564561024
2022-01-26,ethereum,72117784327
2022-01-27,ethereum,72834138235
2022-01-28,ethereum,67914938599
2022-01-29,ethereum,68958272497
2022-01-30,ethereum,70465039437
2022-01-31,ethereum,70075239455
2022-02-01,ethereum,71167800007
2022-02-02,ethereum,72637625693
2022-02-03,ethereum,70967360953
2022-02-04,ethereum,71383855260
2022-02-05,ethereum,75964515566
2022-02-06,ethereum,77101275593
2022-02-07,ethereum,78123900912
2022-02-08,ethereum,79560897545
2022-02-09,ethereum,79710907944
2022-02-10,ethereum,80872972987
2022-02-11,ethereum,78636608446
2022-02-12,ethereum,76579247756
2022-02-13,ethereum,76587192286
2022-02-14,ethereum,76104378107
2022-02-15,ethereum,76367658662
2022-02-16,ethereum,79787160613
2022-02-17,ethereum,79362372919
2022-02-18,ethereum,75723632424
2022-02-19,ethereum,74215660338
2022-02-20,ethereum,73760561687
2022-02-21,ethereum,71777400613
2022-02-22,ethereum,70192027673
2022-02-23,ethereum,70934882241
2022-02-24,ethereum,70024750162
2022-02-25,ethereum,69560596734
2022-02-26,ethereum,70935294969
2022-02-27,ethereum,70982069449
2022-02-28,ethereum,68774975602
2022-03-01,ethereum,73100111412
2022-03-02,ethereum,73871962325
2022-03-03,ethereum,73742719164
2022-03-04,ethereum,72086999048
2022-03-05,ethereum,68981135139
2022-03-06,ethereum,69774796239
2022-03-07,ethereum,68211641989
2022-03-08,ethereum,67756055432
2022-03-09,ethereum,68703339255
2022-03-10,ethereum,71203410744
2022-03-11,ethereum,69355230687
2022-03-12,ethereum,68407262361
2022-03-13,ethereum,68645522567
2022-03-14,ethereum,67617688584
2022-03-15,ethereum,68569669782
2022-03-16,ethereum,68908124910
2022-03-17,ethereum,71855996317
2022-03-18,ethereum,72014839017
2022-03-19,ethereum,73894619325
2022-03-20,ethereum,74047371118
2022-03-21,ethereum,72844922264
2022-03-22,ethereum,75303587449
2022-03-23,ethereum,76655794221
2022-03-24,ethereum,77499134600
2022-03-25,ethereum,78325782116
2022-03-26,ethereum,77396556470
2022-03-27,ethereum,78219405424
2022-03-28,ethereum,80334118550
2022-03-29,ethereum,80542478656
2022-03-30,ethereum,81360791699
2022-03-31,ethereum,81766000990
2022-04-01,ethereum,77735457565
2022-04-02,ethereum,80472983637
2022-04-03,ethereum,80088294991
2022-04-04,ethereum,80993847999
2022-04-05,ethereum,80992200127
2022-04-06,ethereum,79057893781
2022-04-07,ethereum,76221087037
2022-04-08,ethereum,77603617890
2022-04-09,ethereum,76665311006
2022-04-10,ethereum,77608490425
2022-04-11,ethereum,76894410396
